0,"
"
1,!
2,""""
3,#
4,$
5,%
6,&
7,'
8,(
9,)
10,*
11,+
12,","
13,-
14,.
15,/
16,0
17,1
18,2
19,3
20,4
21,5
22,6
23,7
24,8
25,9
26,:
27,;
28,<
29,=
30,>
31,?
32,@
33,[
34,]
35,_
36,`
37,a
38,aː
39,b
40,d
41,d͡ʒ
42,e
43,eː
44,f
45,g
46,h
47,i
48,iː
49,j
50,k
51,l
52,m
53,n
54,o
55,oː
56,p
57,p͡f
58,q
59,r
60,s
61,t
62,t͡s
63,t͡ʃ
64,u
65,uː
66,v
67,w
68,x
69,y
70,yː
71,}
72,~
73,
74,
75,
76,
77,
78,
79,
80,£
81,¤
82,§
83,©
84,«
85,­
86,°
87,±
88,²
89,³
90,´
91,µ
92,·
93,¸
94,¹
95,»
96,½
97,×
98,à
99,á
100,â
101,ã
102,å
103,æ
104,ç
105,è
106,é
107,ê
108,ë
109,í
110,î
111,ð
112,ñ
113,ó
114,ô
115,õ
116,ø
117,øː
118,ú
119,û
120,ý
121,þ
122,ā
123,ą
124,ć
125,ċ
126,č
127,ē
128,ę
129,ě
130,ğ
131,ġ
132,ħ
133,ĩ
134,ī
135,ı
136,ł
137,ń
138,ņ
139,ň
140,ŋ
141,ō
142,ő
143,œ
144,ř
145,ś
146,ş
147,š
148,ť
149,ū
150,ź
151,ż
152,ž
153,ǒ
154,ə
155,ɛ
156,ɨ
157,ʃ
158,ά
159,έ
160,α
161,β
162,γ
163,ε
164,η
165,ι
166,κ
167,λ
168,ν
169,ο
170,π
171,ρ
172,ς
173,σ
174,τ
175,υ
176,φ
177,ψ
178,ό
179,а
180,б
181,в
182,г
183,д
184,е
185,ж
186,з
187,и
188,й
189,к
190,л
191,м
192,н
193,о
194,п
195,р
196,с
197,т
198,у
199,х
200,ц
201,ш
202,ъ
203,ы
204,ь
205,ю
206,я
207,є
208,ї
209,أ
210,ا
211,ب
212,ض
213,ـ
214,ن
215,ي
216,ḫ
217,ḳ
218,ế
219,ệ
220,ῦ
221,‎
222,‐
223,–
224,—
225,‚
226,„
227,†
228,…
229,″
230,‹
231,›
232,€
233,→
234,−
235,≘
236,≤
237,⊃
238,⋅
239,▪
240,オ
241,ラ
242,九
243,佐
244,傳
245,公
246,冲
247,別
248,南
249,博
250,台
251,士
252,太
253,妃
254,守
255,寝
256,懿
257,李
258,東
259,柯
260,樓
261,殿
262,章
263,算
264,術
265,貴
266,造
267,鶴
268,鷹
269,대
270,동
271,루
272,별
273,학
