0,"
"
1, 
2,!
3,""""
4,%
5,&
6,'
7,(
8,)
9,+
10,","
11,-
12,.
13,/
14,0
15,1
16,2
17,3
18,4
19,5
20,6
21,7
22,8
23,9
24,:
25,=
26,?
27,@
28,_
29,a
30,aː
31,b
32,c
33,d
34,eː
35,f
36,i
37,iː
38,j
39,k
40,l
41,m
42,n
43,oː
44,p
45,r
46,s
47,t
48,u
49,uː
50,v
51,w
52,x
53,y
54,yː
55,z
56,©
57,°
58,à
59,á
60,â
61,ã
62,ä
63,å
64,è
65,é
66,ê
67,ë
68,í
69,î
70,ï
71,ó
72,ô
73,ö
74,øː
75,ú
76,ü
77,ŋ
78,œ
79,ɑ
80,ɔ
81,ɛ
82,ɣ
83,ɥ
84,ɦ
85,ɪ
86,ʃ
87,ʋ
88,ʏ
